1	1	1	1	1	1	1	1	1006777-26	CAPACITOR	42	
2	2	2	2	2	2	2	2	1006755-10	CAPACITOR	41	
1	1	1	1	1	1	1	1	1006777-28	CAPACITOR	40	
2	2	2	2	2	2	2	2	1006755-36	CAPACITOR	39	
2	2	2	2	2	2	2	2	1006755-33	CAPACITOR	38	
1	1	1	1	1	1	1	1	1006777-39	CAPACITOR	37	
1	1	1	1	1	1	1	1	1006777-16	CAPACITOR	36	
3	3	3	3	3	3	3	3	1006755-69	CAPACITOR	35	
2	2	2	2	2	2	2	2	1006755-81	CAPACITOR	34	
1	1	1	1	1	1	1	1	SEE NOTE 14	CAPACITOR	33	
						1	1	1010317-4	CAPACITOR	32	
5	5	5	5	5	5	5	5	1006755-73	CAPACITOR	31	
1	1	1	1	1	1	1	1	1008900-013	CAPACITOR	30	
1	1	1	1	1	1	1	1	1006755-63	CAPACITOR	29	
15	15	15	15	15	15	15	15	1006755-79	CAPACITOR	28	
6	6	6	6	6	6	6	6	1006755-85	CAPACITOR	27	
1	1	1	1	1	1	1	1	1008815-9	DIODE ZENER	26	
				1	1	1	1	1008815-7	DIODE ZENER	25	
1	1	1	1	1	1	1	1	1008815-12	DIODE ZENER	24	
1	1	1	1	1	1	1	1	1010372-13	DIODE ZENER	23	
10	10	10	10	10	10	10	10	1008161-4	SCREW, CAP SLOTTED	22	
10	10	10	10	12	12	12	12	1010385	DIODE	21	
2	2	2	2	2	2	2	2	1010367-001	TRANSISTOR	20	
4	4	4	4	4	4	4	4	1010966-1	TRANSISTOR	19	
2	2	2	2	2	2	2	2	1010652-1	TRANSISTOR	18	
5	5	5	5	5	5	5	5	1010397-1	TRANSISTOR	17	
5	5	5	5	5	5	5	5	1010342	TRANSISTOR	16	
16	16	16	16	16	16	16	16	1010343-3	TRANSISTOR	15	
2	2	2	2	2	2	2	2	2007144	OPERATIONAL AMPLIFIER	14	
	2		2		2		2	1010274	TRANSFORMER	13	
1	1	1	1	1	1	1	1	1010724-001	TRANSFORMER	12	
2	2	2	2	2	2	2	2	MS16633-4015	RING, RETAINING, EXTERNAL, E	11	
2	2	2	2	2	2	2	2	1004546-3	WASHER, FLAT	10	
2	2	2	2	2	2	2	2	1004546-1	WASHER, FLAT	9	
2	2	2	2	2	2	2	2	1004579-1	SCREW, JACKING	8	
										7	
AR	AR	AR	AR	AR	AR	AR	AR	1006757-1	WIRE, ELECTRICAL	6	
										5	
23	23	23	23	23	23	23	23	1008025-1	INSULATOR, BUSHING	4	
										3	
										2	
1	1	1	1	1	1	1	1	2007206-011	HEADER HOUSING ASSEMBLY	1	
											
X	X	X	X	X	X	X	X	X	PROOFED	REF	X
